pattern,support,sequences
"[9, 3, 0, 2]",5,"[1, 2, 4, 5, 9]"
"[7, 0, 1, 6]",3,"[0, 5, 9]"
"[2, 10, 2, 0]",3,"[4, 5, 7]"
"[0, 1, 2, 11]",3,"[1, 8, 9]"
"[6, 7, 0, 1]",3,"[3, 4, 5]"
"[5, 8, 0, 1]",4,"[0, 5, 8, 9]"
"[0, 1, 6, 7]",3,"[0, 3, 5]"
"[4, 8, 0, 2]",4,"[2, 4, 5, 8]"
"[7, 4, 0, 3]",3,"[2, 5, 6]"
"[2, 9, 0, 3]",3,"[3, 5, 9]"
"[5, 3, 5, 1]",3,"[0, 1, 5]"
"[10, 1, 0, 3]",4,"[0, 4, 5, 8]"
"[5, 3, 0, 6]",4,"[0, 5, 6, 8]"
"[0, 5, 4, 5]",3,"[0, 4, 5]"
"[6, 2, 6, 0]",3,"[4, 8, 9]"
"[7, 2, 0, 5]",3,"[4, 5, 7]"
"[2, 11, 1, 0]",3,"[0, 3, 5]"
"[4, 1, 0, 9]",4,"[3, 4, 5, 9]"
"[5, 1, 2, 6]",3,"[5, 8, 9]"
"[6, 1, 0, 7]",3,"[4, 6, 7]"
"[1, 5, 8, 0]",4,"[0, 3, 8, 9]"
"[0, 1, 0, 13]",4,"[4, 5, 7, 9]"
"[5, 7, 0, 2]",4,"[0, 3, 4, 5]"
"[4, 9, 1, 0]",3,"[4, 5, 6]"
"[3, 8, 0, 3]",4,"[1, 2, 6, 9]"
"[6, 0, 8, 0]",3,"[1, 3, 8]"
"[6, 2, 0, 6]",5,"[1, 4, 6, 8, 9]"
"[0, 10, 4, 0]",4,"[2, 3, 4, 5]"
"[0, 8, 0, 6]",4,"[2, 3, 4, 8]"
"[4, 2, 6, 2]",5,"[0, 1, 4, 5, 9]"
"[2, 0, 12, 0]",3,"[2, 4, 5]"
"[9, 4, 1, 0]",3,"[5, 6, 7]"
"[3, 7, 3, 0]",6,"[0, 2, 3, 4, 5, 7]"
"[6, 2, 0, 5]",6,"[0, 1, 5, 6, 7, 9]"
"[3, 4, 5, 1]",4,"[0, 3, 4, 5]"
"[2, 6, 0, 5]",4,"[1, 4, 5, 6]"
"[5, 0, 1, 7]",3,"[4, 5, 6]"
"[5, 1, 0, 7]",3,"[5, 6, 7]"
"[2, 1, 9, 1]",3,"[0, 4, 9]"
"[5, 0, 6, 2]",3,"[5, 6, 9]"
"[2, 8, 0, 3]",4,"[1, 2, 4, 5]"
"[1, 3, 0, 9]",3,"[4, 5, 7]"
"[0, 3, 7, 3]",4,"[2, 4, 5, 7]"
"[1, 7, 4, 1]",3,"[2, 4, 9]"
"[2, 8, 3, 0]",3,"[2, 4, 5]"
"[4, 5, 4, 0]",3,"[0, 1, 5]"
"[0, 12, 1, 0]",3,"[3, 5, 7]"
"[2, 1, 7, 3]",3,"[3, 4, 5]"
"[0, 2, 1, 10]",3,"[0, 2, 4]"
"[3, 5, 0, 5]",3,"[3, 4, 5]"
"[0, 2, 10, 1]",5,"[1, 3, 5, 6, 8]"
"[2, 9, 0, 2]",4,"[3, 5, 8, 9]"
"[2, 0, 3, 8]",4,"[1, 4, 5, 8]"
"[5, 0, 5, 3]",3,"[5, 6, 8]"
"[1, 0, 9, 3]",3,"[3, 5, 9]"
"[0, 8, 4, 1]",3,"[0, 1, 6]"
"[0, 7, 1, 5]",4,"[0, 3, 6, 9]"
"[2, 10, 1, 0]",3,"[0, 3, 8]"
"[1, 0, 4, 8]",3,"[2, 4, 8]"
"[9, 1, 3, 0]",4,"[4, 6, 7, 9]"
"[1, 0, 8, 4]",3,"[1, 5, 6]"
"[4, 5, 1, 2]",3,"[3, 5, 9]"
"[0, 8, 4, 0]",3,"[4, 5, 9]"
"[2, 0, 9, 1]",5,"[0, 3, 5, 8, 9]"
"[0, 4, 3, 5]",3,"[3, 4, 5]"
"[0, 6, 0, 6]",3,"[4, 6, 7]"
"[6, 1, 0, 5]",4,"[0, 3, 4, 5]"
"[4, 0, 2, 6]",5,"[0, 3, 4, 5, 9]"
"[0, 5, 4, 3]",3,"[1, 4, 9]"
"[7, 0, 5, 0]",3,"[0, 2, 7]"
"[0, 2, 7, 3]",4,"[0, 5, 6, 9]"
"[1, 0, 7, 4]",3,"[0, 4, 9]"
"[7, 0, 4, 1]",3,"[0, 5, 7]"
"[5, 4, 3, 0]",4,"[0, 2, 5, 9]"
"[1, 2, 0, 9]",5,"[0, 1, 3, 4, 5]"
"[1, 2, 9, 0]",3,"[5, 8, 9]"
"[9, 2, 1, 0]",3,"[0, 2, 8]"
"[4, 3, 5, 0]",3,"[0, 4, 5]"
"[4, 2, 0, 6]",4,"[0, 1, 2, 4]"
"[9, 0, 1, 2]",3,"[5, 7, 9]"
"[10, 0, 2, 0]",3,"[1, 3, 8]"
"[0, 8, 0, 4]",3,"[0, 2, 4]"
"[9, 0, 3, 0]",4,"[3, 5, 7, 9]"
"[3, 8, 0, 1]",4,"[0, 4, 8, 9]"
"[8, 3, 1, 0]",3,"[4, 5, 6]"
"[1, 7, 1, 3]",3,"[3, 5, 6]"
"[0, 11, 1, 0]",3,"[0, 5, 6]"
"[2, 1, 2, 7]",3,"[2, 3, 4]"
"[1, 3, 0, 8]",3,"[0, 3, 9]"
"[2, 7, 0, 3]",3,"[4, 5, 7]"
"[7, 3, 0, 2]",4,"[3, 4, 5, 7]"
"[4, 0, 6, 2]",3,"[5, 8, 9]"
"[3, 1, 0, 8]",5,"[1, 6, 7, 8, 9]"
"[6, 2, 1, 3]",3,"[0, 1, 2]"
"[0, 5, 0, 7]",3,"[0, 3, 5]"
"[0, 3, 4, 5]",3,"[0, 4, 6]"
"[8, 0, 3, 1]",3,"[4, 5, 6]"
"[0, 1, 0, 11]",3,"[0, 4, 6]"
"[4, 0, 8, 0]",4,"[0, 2, 4, 5]"
"[4, 0, 1, 7]",3,"[1, 4, 8]"
"[4, 5, 3, 0]",5,"[0, 1, 2, 5, 6]"
"[4, 1, 7, 0]",5,"[3, 4, 5, 6, 8]"
"[1, 8, 0, 3]",3,"[1, 5, 8]"
"[8, 1, 2, 0]",3,"[0, 4, 9]"
"[4, 0, 5, 2]",3,"[1, 4, 9]"
"[1, 5, 0, 5]",4,"[0, 1, 4, 5]"
"[0, 1, 7, 3]",5,"[1, 4, 6, 8, 9]"
"[2, 1, 6, 2]",3,"[4, 5, 9]"
"[1, 3, 7, 0]",4,"[0, 5, 7, 9]"
"[4, 0, 3, 4]",3,"[5, 6, 7]"
"[3, 5, 0, 3]",4,"[3, 5, 6, 7]"
"[1, 0, 9, 1]",5,"[0, 1, 3, 4, 5]"
"[0, 1, 2, 8]",4,"[0, 2, 4, 8]"
"[2, 0, 3, 6]",3,"[3, 5, 8]"
"[5, 0, 5, 1]",3,"[2, 4, 9]"
"[7, 0, 1, 3]",3,"[3, 6, 8]"
"[6, 3, 0, 2]",3,"[4, 6, 9]"
"[7, 3, 0, 1]",4,"[5, 6, 7, 9]"
"[1, 8, 0, 2]",3,"[1, 5, 8]"
"[1, 0, 7, 3]",3,"[4, 5, 7]"
"[0, 1, 3, 7]",4,"[0, 5, 6, 7]"
"[9, 0, 2, 0]",3,"[3, 4, 9]"
"[8, 0, 1, 2]",4,"[0, 1, 4, 8]"
"[1, 7, 3, 0]",5,"[1, 3, 5, 6, 9]"
"[0, 7, 3, 0]",4,"[2, 4, 5, 7]"
"[6, 1, 3, 0]",4,"[0, 1, 4, 9]"
"[0, 6, 1, 3]",3,"[1, 5, 8]"
"[0, 2, 8, 0]",3,"[2, 4, 5]"
"[7, 2, 1, 0]",3,"[6, 7, 8]"
"[0, 1, 2, 7]",4,"[0, 4, 5, 7]"
"[1, 2, 1, 6]",5,"[0, 3, 4, 5, 8]"
"[0, 5, 1, 4]",3,"[0, 4, 5]"
"[1, 2, 7, 0]",3,"[3, 5, 7]"
"[2, 0, 5, 3]",3,"[0, 2, 5]"
"[9, 0, 1, 0]",4,"[0, 4, 6, 9]"
"[3, 0, 5, 2]",6,"[0, 1, 3, 5, 6, 8]"
"[0, 1, 0, 9]",3,"[3, 4, 9]"
"[7, 0, 1, 2]",5,"[1, 2, 3, 5, 8]"
"[0, 2, 5, 3]",3,"[2, 5, 6]"
"[1, 6, 2, 1]",5,"[0, 2, 4, 5, 9]"
"[2, 5, 3, 0]",3,"[2, 5, 6]"
"[4, 1, 5, 0]",3,"[4, 5, 6]"
"[2, 6, 0, 2]",3,"[0, 6, 9]"
"[1, 5, 0, 3]",3,"[0, 4, 6]"
"[1, 2, 0, 6]",6,"[0, 2, 4, 5, 6, 7]"
"[3, 0, 1, 5]",4,"[4, 5, 6, 7]"
"[1, 7, 0, 1]",7,"[0, 1, 5, 6, 7, 8, 9]"
"[2, 0, 3, 4]",3,"[4, 5, 9]"
"[2, 0, 6, 1]",4,"[0, 4, 5, 7]"
"[1, 2, 1, 5]",3,"[0, 4, 9]"
"[1, 2, 6, 0]",3,"[0, 5, 6]"
"[4, 0, 5, 0]",5,"[3, 4, 5, 6, 9]"
"[4, 1, 3, 1]",3,"[1, 5, 6]"
"[2, 0, 1, 6]",3,"[0, 2, 4]"
"[1, 3, 4, 1]",3,"[0, 4, 5]"
"[0, 6, 0, 3]",3,"[0, 4, 6]"
"[6, 0, 1, 2]",3,"[5, 6, 8]"
"[0, 1, 3, 5]",3,"[3, 8, 9]"
"[0, 2, 7, 0]",3,"[1, 5, 7]"
"[0, 1, 6, 2]",3,"[2, 5, 9]"
"[0, 6, 1, 2]",3,"[0, 4, 8]"
"[1, 3, 5, 0]",4,"[3, 6, 7, 9]"
"[0, 4, 0, 5]",3,"[1, 4, 9]"
"[1, 0, 4, 3]",4,"[3, 6, 7, 8]"
"[5, 0, 1, 2]",4,"[0, 2, 5, 7]"
"[0, 2, 6, 0]",3,"[1, 4, 6]"
"[0, 7, 0, 1]",3,"[2, 6, 7]"
"[5, 1, 2, 0]",4,"[4, 6, 7, 9]"
"[5, 2, 1, 0]",3,"[0, 3, 6]"
"[4, 3, 1, 0]",4,"[3, 5, 8, 9]"
"[1, 0, 5, 2]",4,"[0, 4, 5, 7]"
"[4, 0, 1, 3]",3,"[0, 5, 6]"
"[1, 0, 1, 6]",5,"[0, 3, 4, 5, 9]"
"[0, 4, 1, 3]",4,"[0, 4, 5, 9]"
"[4, 0, 4, 0]",3,"[1, 6, 9]"
"[0, 5, 2, 1]",4,"[0, 4, 5, 6]"
"[4, 2, 0, 2]",3,"[1, 4, 9]"
"[0, 6, 0, 2]",4,"[1, 2, 4, 7]"
"[6, 0, 1, 0]",6,"[0, 2, 4, 6, 8, 9]"
"[1, 0, 1, 5]",3,"[0, 5, 8]"
"[1, 5, 1, 0]",6,"[0, 1, 2, 5, 7, 9]"
"[5, 0, 2, 0]",3,"[1, 4, 5]"
"[4, 2, 1, 0]",4,"[3, 5, 7, 9]"
"[1, 0, 6, 0]",5,"[0, 1, 5, 6, 8]"
"[0, 3, 4, 0]",3,"[4, 5, 6]"
"[0, 5, 2, 0]",3,"[3, 4, 8]"
"[3, 1, 3, 0]",3,"[0, 6, 9]"
"[3, 0, 3, 1]",3,"[0, 6, 7]"
"[0, 4, 3, 0]",3,"[4, 6, 8]"
"[1, 2, 0, 4]",3,"[0, 7, 9]"
"[0, 1, 5, 1]",3,"[0, 5, 7]"
"[4, 2, 0, 1]",4,"[1, 4, 5, 9]"
"[3, 0, 1, 3]",4,"[3, 4, 5, 7]"
"[2, 1, 0, 4]",3,"[4, 5, 8]"
"[0, 4, 2, 0]",3,"[1, 4, 9]"
"[0, 2, 0, 4]",3,"[1, 4, 9]"
"[0, 3, 2, 1]",3,"[2, 4, 5]"
"[0, 2, 4, 0]",3,"[2, 3, 4]"
"[2, 0, 4, 0]",3,"[2, 7, 9]"
"[2, 0, 3, 1]",3,"[3, 4, 5]"
"[1, 0, 2, 3]",4,"[3, 4, 5, 9]"
"[0, 1, 5, 0]",3,"[4, 5, 7]"
"[1, 4, 1, 0]",3,"[1, 5, 6]"
"[1, 2, 3, 0]",3,"[1, 3, 4]"
"[1, 0, 3, 2]",3,"[2, 5, 8]"
"[15, 18, 15, 18, 15]",5,"[1, 5, 7, 8, 9]"
"[19, 14, 15, 18, 15]",3,"[1, 7, 9]"
"[14, 15, 18, 15, 18]",5,"[1, 2, 3, 7, 9]"
"[18, 15, 14, 15, 18]",3,"[1, 2, 7]"
"[14, 19, 18, 15, 14]",4,"[0, 1, 4, 9]"
"[18, 15, 18, 15, 14]",3,"[7, 8, 9]"
"[15, 14, 15, 18, 15]",3,"[2, 7, 9]"
"[18, 15, 14, 15, 14]",5,"[0, 1, 5, 7, 9]"
"[14, 19, 14, 15, 14]",3,"[1, 2, 8]"
"[15, 14, 15, 14, 15]",4,"[0, 1, 2, 7]"
"[14, 15, 14, 15, 14]",4,"[0, 1, 2, 7]"
"[18, 15, 18, 15, 3]",3,"[5, 7, 9]"
"[3, 18, 15, 18, 15]",3,"[2, 7, 9]"
"[3, 18, 15, 14, 15]",3,"[0, 1, 7]"
"[15, 14, 15, 14, 0]",3,"[4, 5, 7]"
"[13, 11, 6, 13, 11]",3,"[6, 7, 8]"
"[15, 18, 15, 3, 0]",3,"[5, 7, 9]"
"[11, 6, 13, 11, 9]",3,"[1, 6, 8]"
"[0, 3, 18, 15, 14]",4,"[0, 1, 5, 7]"
"[10, 9, 11, 6, 13]",3,"[6, 8, 9]"
"[6, 13, 11, 6, 13]",5,"[5, 6, 7, 8, 9]"
"[9, 10, 6, 13, 11]",3,"[1, 5, 8]"
"[8, 10, 6, 13, 11]",3,"[4, 5, 6]"
"[11, 6, 13, 11, 6]",4,"[6, 7, 8, 9]"
"[8, 9, 11, 6, 13]",4,"[0, 1, 3, 4]"
"[9, 10, 9, 10, 9]",3,"[1, 3, 4]"
"[10, 6, 13, 11, 6]",3,"[4, 6, 8]"
"[9, 10, 6, 13, 8]",3,"[0, 2, 3]"
"[9, 11, 6, 9, 10]",3,"[1, 6, 9]"
"[2, 0, 14, 15, 14]",3,"[1, 5, 7]"
"[10, 6, 13, 11, 4]",4,"[1, 4, 5, 7]"
"[9, 10, 9, 10, 6]",3,"[3, 4, 5]"
"[6, 9, 10, 6, 13]",3,"[1, 5, 8]"
"[10, 9, 10, 6, 9]",3,"[1, 4, 5]"
"[6, 13, 11, 6, 7]",3,"[5, 6, 9]"
"[2, 11, 6, 13, 11]",4,"[0, 1, 8, 9]"
"[1, 0, 8, 12, 22]",3,"[0, 8, 9]"
"[9, 11, 6, 13, 4]",3,"[1, 3, 6]"
"[9, 10, 9, 10, 4]",3,"[1, 3, 4]"
"[9, 11, 6, 13, 3]",3,"[0, 3, 9]"
"[5, 8, 9, 10, 9]",3,"[1, 3, 4]"
"[2, 9, 11, 6, 13]",4,"[3, 5, 6, 8]"
"[6, 13, 3, 6, 13]",3,"[0, 4, 5]"
"[9, 11, 6, 13, 1]",3,"[0, 4, 6]"
"[12, 4, 5, 9, 10]",3,"[0, 1, 6]"
"[2, 9, 10, 9, 10]",3,"[1, 3, 5]"
"[2, 9, 10, 6, 13]",4,"[0, 1, 5, 6]"
"[8, 9, 11, 4, 7]",4,"[0, 3, 4, 5]"
"[12, 22, 4, 1, 0]",5,"[0, 1, 4, 5, 8]"
"[6, 13, 11, 4, 5]",3,"[0, 4, 5]"
"[0, 8, 12, 6, 13]",3,"[0, 8, 9]"
"[10, 9, 10, 9, 1]",3,"[3, 4, 8]"
"[2, 6, 13, 11, 6]",4,"[5, 7, 8, 9]"
"[6, 13, 11, 6, 2]",3,"[4, 7, 8]"
"[2, 10, 9, 11, 6]",3,"[4, 5, 8]"
"[6, 13, 0, 6, 13]",3,"[0, 1, 6]"
"[10, 9, 10, 6, 2]",3,"[1, 3, 4]"
"[1, 0, 3, 18, 15]",3,"[0, 5, 7]"
"[9, 11, 4, 5, 8]",3,"[3, 4, 6]"
"[6, 2, 10, 9, 10]",3,"[1, 4, 5]"
"[10, 4, 7, 10, 6]",3,"[1, 5, 6]"
"[5, 8, 9, 11, 4]",3,"[0, 3, 8]"
"[8, 9, 11, 4, 5]",4,"[2, 4, 5, 9]"
"[2, 10, 9, 10, 6]",3,"[3, 4, 6]"
"[4, 11, 6, 13, 3]",3,"[1, 8, 9]"
"[10, 6, 2, 10, 9]",3,"[1, 4, 5]"
"[8, 9, 10, 9, 0]",3,"[1, 4, 7]"
"[8, 9, 10, 4, 5]",4,"[3, 4, 5, 6]"
"[6, 13, 4, 1, 12]",3,"[0, 4, 5]"
"[5, 8, 9, 10, 4]",5,"[0, 1, 3, 4, 5]"
"[2, 6, 13, 11, 4]",4,"[3, 5, 6, 8]"
"[0, 3, 0, 18, 15]",3,"[5, 7, 9]"
"[0, 6, 13, 11, 6]",3,"[6, 8, 9]"
"[9, 10, 4, 5, 8]",3,"[3, 4, 6]"
"[11, 4, 5, 12, 4]",4,"[0, 5, 6, 9]"
"[2, 12, 6, 13, 3]",3,"[0, 2, 3]"
"[12, 4, 5, 11, 4]",3,"[1, 4, 9]"
"[10, 4, 2, 10, 9]",3,"[3, 4, 5]"
"[2, 11, 6, 13, 3]",4,"[0, 5, 7, 8]"
"[13, 4, 0, 12, 6]",3,"[1, 5, 8]"
"[3, 8, 9, 11, 4]",3,"[0, 4, 5]"
"[10, 9, 11, 4, 1]",3,"[3, 4, 6]"
"[0, 8, 12, 11, 4]",3,"[0, 4, 5]"
"[11, 6, 13, 4, 1]",5,"[0, 1, 5, 6, 8]"
"[10, 4, 7, 10, 4]",3,"[1, 4, 9]"
"[13, 3, 0, 6, 13]",6,"[0, 5, 6, 7, 8, 9]"
"[2, 10, 9, 10, 4]",4,"[1, 3, 4, 6]"
"[7, 1, 0, 8, 19]",3,"[0, 3, 4]"
"[6, 13, 4, 0, 12]",4,"[1, 3, 5, 8]"
"[10, 9, 10, 4, 2]",3,"[3, 4, 6]"
"[6, 13, 11, 4, 1]",3,"[0, 3, 8]"
"[5, 9, 10, 4, 7]",5,"[0, 1, 4, 5, 6]"
"[1, 0, 8, 17, 9]",4,"[3, 4, 7, 9]"
"[8, 9, 10, 4, 3]",3,"[0, 3, 9]"
"[11, 4, 0, 6, 13]",4,"[0, 3, 4, 5]"
"[5, 9, 10, 9, 1]",4,"[3, 4, 5, 6]"
"[2, 10, 6, 13, 3]",3,"[5, 6, 8]"
"[13, 11, 4, 0, 6]",3,"[5, 7, 9]"
"[10, 4, 1, 6, 13]",4,"[0, 3, 4, 5]"
"[8, 17, 0, 5, 4]",3,"[4, 5, 6]"
"[12, 6, 13, 3, 0]",3,"[0, 2, 3]"
"[6, 13, 11, 4, 0]",4,"[3, 5, 6, 7]"
"[3, 8, 9, 10, 4]",4,"[0, 3, 4, 6]"
"[10, 9, 10, 4, 1]",3,"[3, 4, 6]"
"[7, 0, 8, 9, 10]",4,"[3, 4, 5, 6]"
"[0, 6, 13, 11, 4]",5,"[0, 3, 5, 6, 8]"
"[5, 9, 11, 4, 5]",3,"[3, 6, 7]"
"[5, 9, 10, 4, 5]",3,"[4, 5, 6]"
"[5, 7, 10, 4, 7]",3,"[3, 5, 6]"
"[4, 5, 9, 11, 4]",4,"[4, 5, 6, 7]"
"[0, 5, 8, 9, 11]",3,"[1, 3, 4]"
"[13, 3, 0, 11, 6]",3,"[0, 4, 8]"
"[11, 6, 13, 3, 0]",4,"[3, 5, 8, 9]"
"[11, 6, 13, 1, 2]",3,"[5, 6, 8]"
"[0, 8, 9, 10, 6]",3,"[1, 4, 7]"
"[3, 0, 6, 13, 11]",3,"[5, 8, 9]"
"[10, 6, 13, 4, 0]",3,"[1, 5, 6]"
"[0, 8, 9, 11, 4]",4,"[2, 3, 4, 5]"
"[0, 2, 6, 13, 11]",5,"[3, 5, 6, 7, 9]"
"[1, 2, 10, 6, 13]",4,"[0, 5, 6, 8]"
"[1, 2, 10, 9, 10]",3,"[3, 4, 5]"
"[10, 9, 1, 2, 10]",3,"[1, 3, 5]"
"[10, 6, 13, 3, 0]",4,"[0, 5, 6, 8]"
"[5, 9, 10, 6, 2]",3,"[3, 5, 8]"
"[10, 6, 2, 10, 4]",3,"[1, 5, 9]"
"[12, 6, 13, 1, 0]",3,"[1, 4, 8]"
"[4, 5, 9, 10, 4]",3,"[1, 4, 5]"
"[8, 9, 10, 4, 1]",5,"[0, 3, 4, 5, 6]"
"[0, 2, 11, 6, 13]",4,"[0, 1, 5, 8]"
"[9, 11, 4, 7, 1]",4,"[0, 3, 4, 5]"
"[5, 8, 10, 4, 5]",3,"[1, 4, 5]"
"[0, 5, 8, 9, 10]",4,"[0, 1, 3, 4]"
"[10, 9, 0, 2, 10]",3,"[1, 3, 5]"
"[11, 6, 13, 1, 0]",6,"[0, 1, 4, 6, 8, 9]"
"[9, 11, 4, 7, 0]",3,"[0, 1, 5]"
"[6, 2, 9, 10, 4]",5,"[0, 1, 3, 4, 5]"
"[0, 2, 10, 6, 13]",5,"[1, 4, 5, 6, 8]"
"[2, 11, 17, 1, 0]",3,"[0, 4, 8]"
"[0, 11, 6, 13, 1]",3,"[1, 5, 8]"
"[8, 17, 1, 0, 5]",4,"[0, 3, 6, 8]"
"[0, 8, 9, 10, 4]",6,"[0, 3, 4, 5, 7, 9]"
"[2, 11, 4, 5, 9]",3,"[4, 5, 9]"
"[12, 4, 3, 5, 7]",5,"[3, 4, 5, 6, 9]"
"[0, 2, 10, 9, 10]",4,"[1, 4, 6, 8]"
"[4, 5, 8, 10, 4]",3,"[0, 1, 5]"
"[9, 10, 4, 3, 5]",3,"[0, 8, 9]"
"[9, 10, 9, 1, 2]",3,"[3, 4, 5]"
"[9, 1, 2, 10, 9]",3,"[1, 3, 4]"
"[8, 9, 10, 4, 0]",5,"[0, 1, 4, 7, 9]"
"[9, 10, 4, 7, 1]",5,"[0, 1, 4, 5, 6]"
"[3, 5, 9, 10, 4]",4,"[0, 4, 5, 6]"
"[6, 13, 4, 0, 8]",4,"[1, 2, 5, 8]"
"[22, 4, 1, 0, 3]",3,"[1, 4, 5]"
"[9, 1, 0, 8, 12]",3,"[0, 5, 9]"
"[6, 2, 11, 4, 7]",4,"[1, 4, 5, 8]"
"[3, 8, 0, 6, 13]",3,"[2, 5, 8]"
"[0, 2, 9, 10, 9]",3,"[3, 5, 6]"
"[5, 9, 11, 4, 1]",3,"[5, 8, 9]"
"[4, 1, 0, 8, 17]",3,"[6, 8, 9]"
"[9, 10, 4, 7, 0]",3,"[0, 5, 6]"
"[0, 8, 6, 13, 3]",3,"[0, 2, 9]"
"[7, 0, 9, 10, 4]",3,"[0, 4, 6]"
"[3, 17, 9, 1, 0]",3,"[4, 8, 9]"
"[6, 13, 3, 0, 8]",6,"[0, 2, 3, 4, 7, 9]"
"[9, 3, 8, 9, 1]",3,"[2, 8, 9]"
"[12, 4, 3, 8, 3]",3,"[4, 7, 8]"
"[9, 1, 12, 6, 2]",3,"[0, 1, 4]"
"[11, 17, 1, 0, 1]",3,"[4, 8, 9]"
"[8, 9, 1, 2, 10]",4,"[0, 4, 5, 8]"
"[0, 5, 8, 17, 0]",4,"[0, 5, 6, 9]"
"[13, 11, 4, 0, 2]",3,"[0, 5, 6]"
"[10, 4, 5, 9, 1]",3,"[1, 3, 5]"
"[8, 17, 1, 0, 3]",3,"[5, 8, 9]"
"[11, 6, 2, 9, 1]",3,"[0, 3, 8]"
"[13, 11, 4, 1, 0]",3,"[0, 3, 8]"
"[1, 0, 8, 9, 11]",3,"[6, 8, 9]"
"[0, 2, 8, 9, 10]",3,"[3, 5, 6]"
"[7, 3, 0, 6, 13]",5,"[2, 3, 5, 7, 8]"
"[7, 0, 5, 8, 9]",3,"[1, 3, 4]"
"[9, 1, 0, 6, 13]",3,"[0, 1, 4]"
"[0, 5, 9, 11, 4]",3,"[3, 4, 8]"
"[9, 10, 9, 1, 0]",3,"[3, 5, 9]"
"[9, 11, 4, 5, 0]",3,"[4, 6, 9]"
"[9, 1, 2, 10, 6]",4,"[0, 3, 5, 8]"
"[9, 1, 2, 12, 4]",4,"[0, 3, 4, 5]"
"[0, 12, 11, 4, 1]",3,"[1, 5, 6]"
"[13, 3, 0, 5, 7]",3,"[4, 5, 9]"
"[1, 0, 8, 6, 13]",3,"[1, 3, 9]"
"[9, 10, 4, 5, 0]",3,"[4, 5, 6]"
"[7, 1, 0, 8, 12]",5,"[1, 3, 5, 6, 8]"
"[6, 13, 3, 0, 6]",7,"[0, 2, 3, 5, 6, 8, 9]"
"[13, 1, 0, 2, 12]",3,"[4, 6, 8]"
"[12, 11, 4, 1, 0]",3,"[0, 5, 9]"
"[5, 9, 1, 2, 11]",4,"[1, 6, 8, 9]"
"[9, 10, 4, 0, 5]",4,"[1, 3, 4, 5]"
"[8, 0, 2, 12, 6]",3,"[0, 4, 8]"
"[12, 0, 12, 4, 0]",3,"[0, 4, 5]"
"[10, 4, 0, 5, 9]",3,"[1, 5, 6]"
"[4, 0, 8, 12, 4]",3,"[5, 6, 9]"
"[6, 13, 1, 0, 8]",4,"[0, 4, 8, 9]"
"[3, 8, 0, 8, 9]",3,"[0, 5, 9]"
"[1, 2, 9, 10, 6]",4,"[0, 1, 4, 5]"
"[0, 8, 12, 6, 2]",3,"[0, 1, 4]"
"[7, 0, 2, 10, 9]",3,"[3, 5, 8]"
"[2, 0, 8, 12, 6]",3,"[1, 5, 8]"
"[0, 10, 6, 2, 10]",3,"[0, 4, 5]"
"[0, 5, 9, 10, 4]",4,"[0, 4, 5, 6]"
"[0, 2, 9, 11, 6]",4,"[0, 6, 8, 9]"
"[1, 0, 8, 9, 10]",5,"[1, 4, 5, 7, 8]"
"[0, 8, 12, 4, 3]",4,"[5, 6, 8, 9]"
"[0, 3, 8, 12, 4]",3,"[0, 4, 7]"
"[0, 6, 2, 6, 13]",4,"[3, 4, 6, 9]"
"[7, 1, 2, 11, 6]",3,"[2, 5, 8]"
"[1, 2, 11, 6, 7]",4,"[4, 5, 8, 9]"
"[0, 2, 9, 10, 6]",3,"[1, 5, 6]"
"[11, 4, 0, 2, 10]",3,"[0, 5, 6]"
"[7, 1, 0, 6, 13]",5,"[1, 4, 5, 8, 9]"
"[0, 3, 5, 9, 10]",3,"[0, 4, 5]"
"[1, 0, 8, 17, 1]",3,"[0, 5, 8]"
"[13, 1, 0, 2, 11]",4,"[0, 4, 6, 9]"
"[1, 0, 2, 13, 11]",3,"[0, 5, 9]"
"[2, 9, 10, 4, 2]",3,"[0, 1, 5]"
"[2, 11, 6, 7, 1]",6,"[0, 1, 4, 5, 8, 9]"
"[0, 5, 11, 4, 7]",3,"[0, 4, 7]"
"[1, 0, 8, 12, 6]",5,"[0, 1, 4, 5, 9]"
"[6, 13, 3, 0, 5]",4,"[4, 5, 6, 8]"
"[9, 1, 2, 11, 4]",4,"[0, 6, 8, 9]"
"[0, 6, 2, 9, 10]",3,"[0, 3, 5]"
"[3, 8, 12, 4, 0]",4,"[0, 3, 6, 7]"
"[8, 12, 4, 0, 3]",3,"[3, 6, 7]"
"[3, 0, 9, 11, 4]",3,"[4, 7, 8]"
"[0, 1, 0, 8, 17]",3,"[4, 5, 9]"
"[12, 4, 5, 4, 1]",3,"[0, 3, 5]"
"[9, 10, 4, 3, 0]",4,"[0, 1, 5, 9]"
"[6, 13, 4, 1, 2]",3,"[0, 5, 8]"
"[0, 6, 13, 3, 4]",3,"[0, 5, 6]"
"[1, 2, 7, 10, 6]",3,"[1, 3, 8]"
"[1, 2, 9, 10, 4]",5,"[3, 4, 5, 7, 9]"
"[4, 1, 2, 6, 13]",3,"[3, 6, 8]"
"[2, 6, 13, 4, 1]",3,"[2, 6, 9]"
"[11, 10, 4, 1, 0]",3,"[0, 1, 4]"
"[8, 0, 8, 9, 1]",3,"[0, 4, 9]"
"[1, 2, 6, 13, 4]",4,"[4, 6, 8, 9]"
