pattern,support,sequences
"[3, 18, 15, 18, 15]",4,"[2, 4, 7, 9]"
"[3, 18, 15, 14, 15]",5,"[0, 1, 4, 5, 7]"
"[0, 14, 19, 14, 15]",3,"[2, 4, 7]"
"[16, 21, 16, 6, 2]",3,"[2, 4, 5]"
"[8, 0, 11, 28, 11]",3,"[1, 2, 3]"
"[15, 14, 15, 14, 0]",4,"[1, 4, 5, 7]"
"[8, 3, 18, 15, 14]",3,"[1, 4, 5]"
"[9, 11, 17, 9, 11]",3,"[1, 4, 8]"
"[13, 11, 6, 13, 11]",3,"[6, 7, 8]"
"[0, 3, 18, 15, 18]",4,"[1, 4, 7, 9]"
"[1, 0, 18, 15, 18]",3,"[0, 3, 7]"
"[14, 15, 14, 0, 8]",3,"[4, 5, 9]"
"[15, 18, 15, 3, 0]",3,"[5, 7, 9]"
"[8, 12, 22, 4, 5]",3,"[5, 8, 9]"
"[0, 12, 22, 12, 4]",3,"[0, 1, 5]"
"[3, 0, 14, 15, 18]",4,"[1, 2, 4, 7]"
"[19, 2, 0, 14, 15]",3,"[5, 7, 9]"
"[10, 6, 13, 11, 10]",3,"[1, 5, 6]"
"[9, 11, 6, 13, 11]",3,"[5, 6, 8]"
"[18, 15, 14, 0, 3]",3,"[2, 5, 7]"
"[11, 6, 13, 11, 9]",3,"[1, 6, 8]"
"[0, 3, 18, 15, 14]",4,"[0, 1, 5, 7]"
"[8, 17, 9, 11, 4]",3,"[3, 6, 8]"
"[10, 9, 10, 9, 11]",3,"[0, 1, 8]"
"[6, 13, 11, 6, 13]",6,"[4, 5, 6, 7, 8, 9]"
"[9, 10, 6, 13, 11]",5,"[0, 1, 4, 5, 8]"
"[10, 9, 11, 6, 13]",3,"[6, 8, 9]"
"[10, 9, 10, 6, 13]",4,"[1, 3, 4, 6]"
"[10, 9, 10, 9, 10]",5,"[1, 3, 4, 6, 8]"
"[8, 10, 6, 13, 11]",3,"[4, 5, 6]"
"[11, 6, 13, 11, 6]",7,"[0, 4, 5, 6, 7, 8, 9]"
"[13, 11, 6, 13, 4]",3,"[5, 6, 8]"
"[0, 8, 0, 11, 28]",3,"[1, 2, 3]"
"[8, 9, 11, 6, 13]",3,"[0, 1, 3]"
"[25, 6, 13, 3, 0]",3,"[3, 6, 7]"
"[9, 10, 9, 10, 9]",6,"[1, 2, 3, 4, 5, 8]"
"[0, 14, 19, 14, 0]",3,"[0, 4, 7]"
"[8, 9, 10, 9, 11]",3,"[0, 1, 9]"
"[12, 22, 4, 5, 4]",3,"[3, 8, 9]"
"[6, 13, 11, 12, 4]",3,"[1, 5, 8]"
"[0, 8, 12, 22, 4]",4,"[0, 4, 5, 8]"
"[13, 11, 6, 13, 3]",3,"[4, 8, 9]"
"[8, 9, 10, 9, 10]",5,"[1, 3, 4, 5, 8]"
"[9, 10, 9, 11, 6]",4,"[1, 6, 8, 9]"
"[0, 8, 9, 11, 17]",3,"[3, 6, 8]"
"[2, 0, 14, 15, 14]",4,"[1, 5, 7, 9]"
"[6, 9, 10, 6, 13]",3,"[1, 5, 8]"
"[10, 9, 10, 6, 9]",3,"[1, 4, 5]"
"[10, 6, 13, 11, 4]",5,"[1, 4, 5, 7, 8]"
"[9, 10, 9, 10, 6]",5,"[1, 3, 4, 5, 8]"
"[0, 8, 3, 18, 15]",3,"[1, 2, 4]"
"[15, 18, 8, 3, 0]",3,"[0, 7, 9]"
"[9, 10, 9, 11, 4]",5,"[0, 1, 5, 6, 7]"
"[9, 11, 6, 13, 4]",4,"[1, 3, 5, 6]"
"[8, 12, 6, 13, 4]",3,"[0, 4, 5]"
"[2, 11, 6, 13, 11]",4,"[0, 1, 8, 9]"
"[1, 0, 8, 12, 22]",4,"[0, 3, 5, 8]"
"[6, 13, 11, 6, 7]",4,"[4, 5, 6, 9]"
"[17, 9, 11, 4, 1]",3,"[3, 6, 8]"
"[20, 6, 13, 3, 0]",3,"[4, 6, 8]"
"[2, 10, 6, 13, 11]",4,"[1, 5, 7, 8]"
"[9, 10, 6, 13, 4]",3,"[1, 6, 8]"
"[9, 10, 9, 10, 4]",5,"[1, 3, 4, 5, 6]"
"[9, 11, 6, 13, 3]",3,"[0, 3, 9]"
"[8, 12, 6, 13, 3]",3,"[0, 5, 8]"
"[10, 9, 10, 6, 7]",3,"[3, 5, 8]"
"[6, 13, 11, 4, 7]",3,"[4, 5, 8]"
"[5, 8, 9, 10, 9]",4,"[1, 3, 4, 6]"
"[2, 9, 11, 6, 13]",6,"[0, 3, 5, 6, 8, 9]"
"[11, 6, 13, 3, 8]",4,"[0, 4, 5, 9]"
"[9, 11, 4, 7, 10]",3,"[0, 4, 5]"
"[9, 10, 6, 13, 3]",4,"[1, 2, 3, 5]"
"[10, 6, 24, 1, 0]",3,"[4, 5, 8]"
"[2, 12, 22, 4, 1]",3,"[4, 5, 8]"
"[10, 9, 11, 4, 7]",3,"[0, 5, 6]"
"[1, 0, 5, 12, 22]",3,"[1, 3, 5]"
"[9, 11, 6, 13, 1]",3,"[0, 2, 6]"
"[8, 9, 11, 4, 8]",3,"[2, 4, 5]"
"[5, 12, 6, 13, 4]",3,"[1, 5, 9]"
"[7, 10, 6, 13, 4]",3,"[1, 4, 5]"
"[10, 9, 10, 4, 7]",4,"[0, 1, 3, 4]"
"[12, 4, 5, 9, 10]",3,"[0, 1, 2]"
"[2, 9, 10, 6, 13]",4,"[0, 1, 5, 6]"
"[2, 10, 9, 10, 9]",3,"[3, 4, 6]"
"[3, 8, 10, 6, 13]",4,"[0, 3, 6, 8]"
"[9, 10, 4, 7, 10]",3,"[1, 4, 6]"
"[8, 9, 11, 4, 7]",4,"[0, 3, 4, 5]"
"[6, 2, 12, 6, 13]",3,"[0, 3, 4]"
"[1, 0, 12, 22, 4]",3,"[1, 5, 9]"
"[12, 6, 2, 6, 13]",4,"[0, 2, 5, 8]"
"[6, 13, 11, 4, 5]",4,"[0, 1, 4, 5]"
"[0, 12, 22, 4, 1]",3,"[1, 4, 5]"
"[12, 22, 4, 1, 0]",5,"[0, 1, 4, 5, 8]"
"[0, 8, 12, 6, 13]",5,"[0, 4, 5, 8, 9]"
"[10, 9, 10, 9, 1]",5,"[2, 3, 4, 5, 8]"
"[11, 6, 2, 6, 13]",3,"[0, 5, 8]"
"[11, 6, 2, 9, 10]",3,"[0, 5, 8]"
"[10, 9, 11, 6, 2]",4,"[1, 6, 8, 9]"
"[8, 12, 11, 4, 3]",3,"[0, 5, 6]"
"[6, 13, 11, 6, 2]",5,"[0, 4, 5, 7, 8]"
"[2, 6, 13, 11, 6]",4,"[5, 7, 8, 9]"
"[8, 10, 6, 13, 1]",3,"[2, 3, 8]"
"[6, 2, 10, 9, 11]",3,"[1, 5, 8]"
"[9, 11, 6, 2, 10]",3,"[1, 5, 9]"
"[12, 4, 5, 8, 9]",3,"[0, 5, 6]"
"[2, 10, 9, 11, 6]",3,"[4, 5, 8]"
"[10, 6, 2, 9, 10]",3,"[0, 3, 5]"
"[0, 8, 12, 11, 6]",3,"[0, 8, 9]"
"[9, 10, 4, 5, 9]",3,"[3, 5, 6]"
"[1, 0, 3, 18, 15]",4,"[0, 1, 5, 7]"
"[10, 6, 13, 3, 5]",3,"[0, 3, 5]"
"[6, 2, 10, 9, 10]",5,"[0, 1, 4, 5, 9]"
"[12, 6, 13, 4, 2]",3,"[0, 5, 8]"
"[8, 9, 10, 9, 1]",5,"[4, 5, 6, 7, 9]"
"[4, 5, 9, 10, 9]",3,"[0, 5, 7]"
"[2, 10, 9, 10, 6]",3,"[4, 5, 6]"
"[3, 6, 13, 11, 4]",3,"[2, 3, 7]"
"[9, 11, 6, 2, 9]",3,"[0, 5, 8]"
"[5, 8, 9, 11, 4]",5,"[0, 3, 4, 5, 8]"
"[4, 11, 6, 13, 3]",3,"[1, 8, 9]"
"[8, 10, 6, 2, 11]",4,"[4, 5, 7, 9]"
"[10, 9, 10, 6, 2]",3,"[1, 3, 4]"
"[8, 9, 11, 4, 5]",3,"[4, 5, 9]"
"[6, 2, 10, 6, 13]",5,"[1, 4, 6, 8, 9]"
"[1, 7, 10, 9, 10]",3,"[0, 3, 7]"
"[11, 4, 5, 8, 9]",3,"[0, 3, 4]"
"[4, 5, 8, 9, 10]",5,"[0, 3, 4, 5, 6]"
"[5, 8, 9, 10, 4]",4,"[0, 3, 4, 5]"
"[3, 5, 9, 10, 9]",3,"[1, 3, 5]"
"[2, 10, 9, 11, 4]",3,"[1, 3, 6]"
"[10, 4, 8, 10, 4]",4,"[1, 2, 4, 5]"
"[2, 11, 6, 13, 4]",5,"[0, 3, 4, 5, 8]"
"[10, 4, 5, 7, 10]",3,"[1, 4, 5]"
"[10, 4, 5, 8, 9]",3,"[0, 3, 4]"
"[9, 10, 6, 2, 9]",4,"[0, 1, 3, 5]"
"[20, 14, 0, 2, 0]",3,"[0, 4, 7]"
"[12, 6, 2, 10, 6]",3,"[1, 8, 9]"
"[0, 6, 13, 11, 6]",5,"[0, 4, 6, 8, 9]"
"[13, 3, 0, 8, 12]",3,"[0, 1, 8]"
"[9, 10, 4, 5, 8]",3,"[3, 4, 6]"
"[11, 4, 5, 12, 4]",3,"[0, 5, 9]"
"[14, 6, 13, 3, 0]",3,"[4, 5, 8]"
"[8, 9, 10, 4, 5]",5,"[0, 3, 4, 5, 6]"
"[8, 0, 8, 9, 11]",3,"[2, 3, 5]"
"[3, 8, 9, 10, 6]",3,"[0, 2, 4]"
"[10, 9, 10, 4, 3]",3,"[1, 5, 8]"
"[14, 19, 2, 1, 0]",3,"[4, 5, 8]"
"[6, 2, 9, 10, 9]",3,"[3, 5, 6]"
"[12, 6, 13, 4, 1]",5,"[0, 1, 4, 5, 8]"
"[0, 8, 9, 10, 9]",6,"[1, 3, 4, 5, 7, 9]"
"[2, 6, 13, 11, 4]",6,"[0, 3, 4, 5, 6, 8]"
"[8, 9, 10, 9, 0]",3,"[1, 3, 5]"
"[10, 6, 2, 11, 6]",3,"[4, 5, 7]"
"[2, 11, 6, 13, 3]",5,"[0, 3, 5, 7, 8]"
"[5, 3, 8, 9, 10]",3,"[0, 4, 9]"
"[6, 13, 11, 4, 1]",5,"[0, 2, 3, 7, 8]"
"[11, 6, 13, 4, 1]",6,"[0, 1, 4, 5, 6, 8]"
"[10, 9, 11, 4, 1]",4,"[3, 4, 6, 8]"
"[5, 9, 10, 4, 7]",5,"[0, 1, 4, 5, 6]"
"[11, 12, 4, 7, 1]",3,"[0, 1, 5]"
"[13, 3, 0, 6, 13]",7,"[0, 1, 4, 5, 6, 7, 8]"
"[9, 11, 4, 8, 3]",3,"[1, 2, 5]"
"[10, 4, 7, 10, 4]",4,"[1, 4, 5, 6]"
"[1, 0, 3, 25, 6]",3,"[5, 6, 7]"
"[11, 6, 2, 10, 6]",4,"[1, 5, 8, 9]"
"[6, 13, 4, 0, 12]",4,"[1, 4, 5, 8]"
"[2, 10, 9, 10, 4]",8,"[0, 1, 3, 4, 5, 6, 8, 9]"
"[8, 9, 10, 6, 2]",3,"[1, 4, 8]"
"[3, 8, 9, 11, 4]",5,"[0, 2, 4, 5, 8]"
"[1, 0, 8, 17, 9]",6,"[0, 3, 4, 7, 8, 9]"
"[12, 6, 13, 3, 0]",6,"[0, 1, 3, 4, 5, 6]"
"[5, 9, 11, 4, 5]",4,"[3, 4, 5, 6]"
"[10, 6, 13, 4, 1]",3,"[0, 1, 5]"
"[2, 12, 6, 13, 1]",3,"[3, 4, 5]"
"[6, 13, 3, 0, 12]",3,"[2, 4, 5]"
"[6, 9, 10, 4, 5]",3,"[0, 3, 4]"
"[2, 10, 6, 13, 3]",3,"[5, 6, 8]"
"[10, 4, 1, 6, 13]",3,"[3, 4, 5]"
"[6, 24, 1, 0, 3]",3,"[4, 5, 8]"
"[11, 17, 1, 0, 5]",3,"[0, 5, 9]"
"[6, 13, 11, 4, 0]",7,"[1, 3, 5, 6, 7, 8, 9]"
"[5, 12, 4, 5, 8]",5,"[0, 3, 6, 7, 9]"
"[3, 8, 9, 10, 4]",5,"[0, 1, 4, 6, 9]"
"[1, 2, 12, 6, 13]",3,"[0, 4, 5]"
"[0, 6, 13, 11, 4]",5,"[0, 5, 6, 8, 9]"
"[13, 11, 4, 0, 6]",3,"[5, 7, 9]"
"[10, 9, 10, 4, 1]",6,"[0, 3, 4, 5, 6, 9]"
"[0, 8, 9, 11, 6]",3,"[1, 3, 9]"
"[7, 3, 8, 12, 4]",3,"[5, 6, 8]"
"[6, 13, 10, 4, 1]",3,"[4, 5, 6]"
"[8, 9, 10, 4, 3]",4,"[0, 1, 3, 4]"
"[0, 12, 6, 13, 3]",4,"[1, 3, 5, 6]"
"[11, 6, 13, 3, 0]",7,"[0, 1, 2, 3, 5, 8, 9]"
"[2, 11, 6, 13, 1]",5,"[0, 1, 2, 4, 9]"
"[0, 2, 12, 6, 13]",3,"[0, 3, 5]"
"[0, 6, 13, 10, 4]",3,"[3, 5, 6]"
"[10, 6, 13, 4, 0]",4,"[1, 5, 6, 8]"
"[1, 0, 3, 26, 3]",3,"[0, 6, 9]"
"[0, 8, 9, 10, 6]",7,"[1, 4, 5, 6, 7, 8, 9]"
"[6, 2, 9, 10, 6]",3,"[0, 5, 8]"
"[2, 10, 6, 2, 13]",3,"[0, 3, 8]"
"[10, 6, 2, 11, 4]",4,"[1, 2, 8, 9]"
"[5, 9, 10, 4, 5]",3,"[1, 5, 6]"
"[4, 5, 9, 11, 4]",5,"[0, 3, 4, 5, 6]"
"[9, 11, 4, 5, 4]",3,"[1, 4, 5]"
"[1, 2, 11, 6, 13]",8,"[0, 1, 2, 3, 4, 7, 8, 9]"
"[13, 1, 0, 6, 13]",3,"[0, 3, 7]"
"[1, 2, 10, 9, 11]",3,"[1, 4, 8]"
"[3, 0, 6, 13, 11]",3,"[5, 8, 9]"
"[0, 5, 8, 9, 11]",4,"[0, 1, 3, 4]"
"[5, 7, 10, 4, 7]",4,"[1, 3, 5, 6]"
"[10, 9, 10, 4, 0]",6,"[1, 3, 4, 5, 6, 8]"
"[8, 9, 11, 4, 1]",3,"[3, 5, 8]"
"[2, 8, 9, 10, 4]",3,"[4, 5, 6]"
"[9, 10, 6, 7, 0]",4,"[5, 6, 8, 9]"
"[0, 5, 8, 9, 10]",5,"[0, 1, 3, 4, 5]"
"[5, 8, 10, 4, 5]",4,"[0, 1, 4, 5]"
"[0, 3, 0, 14, 15]",4,"[1, 2, 4, 6]"
"[1, 2, 11, 17, 1]",4,"[0, 4, 8, 9]"
"[12, 4, 5, 8, 3]",3,"[3, 6, 7]"
"[4, 5, 9, 10, 4]",3,"[1, 2, 5]"
"[4, 0, 8, 9, 11]",3,"[1, 3, 4]"
"[0, 2, 11, 6, 13]",5,"[0, 1, 3, 4, 5]"
"[8, 9, 10, 4, 1]",8,"[0, 1, 3, 4, 5, 6, 7, 9]"
"[5, 9, 10, 6, 2]",4,"[3, 4, 5, 8]"
"[8, 10, 6, 7, 1]",3,"[1, 8, 9]"
"[13, 11, 6, 2, 0]",4,"[0, 3, 7, 8]"
"[10, 6, 2, 10, 4]",4,"[0, 1, 4, 5]"
"[6, 2, 11, 6, 7]",5,"[4, 5, 7, 8, 9]"
"[0, 2, 6, 13, 11]",6,"[3, 5, 6, 7, 8, 9]"
"[2, 10, 6, 13, 1]",3,"[0, 6, 9]"
"[9, 11, 4, 5, 3]",3,"[0, 1, 6]"
"[6, 2, 9, 11, 4]",4,"[0, 1, 5, 6]"
"[6, 13, 4, 5, 4]",5,"[0, 1, 4, 5, 9]"
"[12, 6, 13, 1, 0]",4,"[3, 4, 5, 8]"
"[18, 8, 3, 0, 3]",3,"[0, 7, 9]"
"[1, 0, 12, 6, 13]",3,"[0, 1, 3]"
"[9, 11, 4, 7, 1]",4,"[0, 3, 5, 6]"
"[0, 8, 9, 11, 4]",6,"[0, 3, 4, 5, 6, 7]"
"[11, 4, 0, 8, 9]",3,"[1, 4, 5]"
"[5, 0, 8, 9, 10]",3,"[3, 6, 9]"
"[1, 2, 10, 9, 10]",3,"[3, 4, 5]"
"[1, 2, 10, 6, 13]",4,"[0, 5, 6, 8]"
"[6, 13, 1, 2, 10]",3,"[1, 5, 8]"
"[0, 2, 13, 11, 6]",3,"[0, 3, 7]"
"[10, 6, 13, 3, 0]",5,"[0, 1, 5, 6, 8]"
"[10, 9, 1, 2, 10]",3,"[3, 4, 5]"
"[8, 9, 11, 4, 0]",4,"[0, 3, 6, 8]"
"[0, 5, 8, 17, 1]",3,"[3, 5, 6]"
"[12, 4, 3, 5, 7]",3,"[3, 6, 9]"
"[9, 10, 9, 1, 2]",5,"[0, 1, 3, 4, 5]"
"[2, 9, 10, 9, 1]",4,"[0, 1, 4, 5]"
"[8, 10, 4, 5, 4]",3,"[3, 4, 5]"
"[8, 9, 10, 4, 0]",3,"[3, 5, 9]"
"[4, 5, 8, 10, 4]",3,"[0, 1, 5]"
"[6, 13, 3, 0, 9]",3,"[1, 6, 8]"
"[0, 8, 10, 6, 7]",3,"[1, 8, 9]"
"[2, 6, 9, 10, 4]",3,"[3, 4, 9]"
"[2, 11, 4, 5, 9]",3,"[4, 5, 9]"
"[11, 6, 13, 1, 0]",8,"[0, 1, 2, 4, 5, 6, 8, 9]"
"[12, 4, 1, 0, 14]",3,"[3, 4, 5]"
"[6, 2, 9, 10, 4]",4,"[0, 3, 4, 5]"
"[2, 11, 17, 1, 0]",4,"[0, 4, 8, 9]"
"[2, 10, 6, 2, 11]",3,"[1, 2, 8]"
"[10, 9, 1, 3, 8]",3,"[3, 7, 8]"
"[1, 2, 9, 10, 9]",3,"[0, 1, 3]"
"[0, 8, 9, 10, 4]",8,"[0, 1, 3, 4, 5, 6, 7, 9]"
"[3, 0, 8, 9, 11]",7,"[0, 1, 3, 4, 5, 7, 8]"
"[0, 2, 10, 6, 13]",7,"[1, 4, 5, 6, 7, 8, 9]"
"[6, 13, 4, 0, 8]",5,"[1, 2, 5, 6, 8]"
"[5, 8, 10, 6, 2]",3,"[1, 3, 7]"
"[2, 10, 4, 11, 4]",3,"[2, 6, 9]"
"[6, 2, 6, 13, 4]",4,"[0, 4, 6, 8]"
"[8, 9, 1, 2, 11]",4,"[0, 2, 3, 8]"
"[7, 10, 6, 7, 1]",3,"[1, 3, 5]"
"[1, 0, 6, 13, 11]",5,"[0, 4, 5, 6, 8]"
"[3, 5, 9, 10, 4]",3,"[0, 5, 6]"
"[9, 10, 4, 3, 5]",4,"[3, 5, 8, 9]"
"[9, 10, 4, 5, 3]",3,"[3, 4, 5]"
"[11, 10, 9, 1, 0]",4,"[3, 4, 5, 7]"
"[0, 2, 10, 9, 10]",5,"[1, 4, 5, 6, 8]"
"[6, 13, 3, 5, 4]",4,"[0, 4, 6, 8]"
"[9, 11, 4, 7, 0]",3,"[0, 1, 5]"
"[8, 17, 1, 0, 5]",4,"[0, 5, 6, 8]"
"[9, 10, 9, 3, 0]",3,"[3, 5, 7]"
"[9, 10, 4, 7, 1]",6,"[0, 1, 3, 4, 5, 6]"
"[10, 6, 13, 1, 0]",6,"[0, 2, 4, 6, 8, 9]"
"[13, 4, 1, 0, 12]",4,"[0, 3, 4, 5]"
"[8, 9, 1, 2, 10]",4,"[0, 4, 5, 8]"
"[2, 10, 6, 2, 10]",4,"[0, 1, 5, 9]"
"[9, 1, 0, 8, 12]",3,"[0, 5, 9]"
"[0, 8, 6, 13, 3]",4,"[0, 2, 5, 9]"
"[0, 3, 8, 9, 10]",3,"[2, 4, 6]"
"[13, 11, 4, 0, 2]",3,"[0, 5, 6]"
"[6, 13, 3, 8, 0]",3,"[0, 4, 8]"
"[8, 9, 1, 0, 12]",3,"[1, 2, 8]"
"[9, 10, 4, 7, 0]",4,"[0, 4, 5, 6]"
"[5, 8, 12, 4, 1]",4,"[0, 4, 5, 6]"
"[4, 5, 12, 4, 5]",3,"[5, 6, 9]"
"[9, 11, 4, 0, 6]",3,"[0, 5, 8]"
"[2, 11, 4, 5, 8]",5,"[0, 1, 4, 5, 6]"
"[22, 4, 1, 0, 3]",3,"[1, 4, 5]"
"[6, 13, 3, 0, 8]",6,"[0, 2, 4, 7, 8, 9]"
"[5, 9, 11, 4, 1]",5,"[1, 4, 5, 8, 9]"
"[1, 12, 4, 5, 8]",3,"[0, 3, 5]"
"[4, 5, 7, 10, 4]",3,"[1, 4, 5]"
"[3, 8, 12, 4, 3]",3,"[3, 5, 9]"
"[3, 0, 8, 9, 10]",4,"[1, 3, 4, 6]"
"[2, 9, 11, 6, 2]",3,"[0, 2, 5]"
"[0, 2, 9, 10, 9]",5,"[1, 3, 4, 5, 6]"
"[6, 2, 6, 13, 3]",5,"[0, 2, 3, 5, 8]"
"[0, 5, 8, 17, 0]",3,"[0, 6, 9]"
"[11, 4, 7, 1, 7]",3,"[0, 6, 8]"
"[12, 4, 3, 8, 3]",3,"[4, 7, 8]"
"[15, 14, 0, 1, 0]",3,"[1, 2, 4]"
"[3, 8, 0, 6, 13]",3,"[2, 7, 8]"
"[1, 2, 12, 11, 4]",3,"[4, 6, 9]"
"[4, 1, 0, 8, 17]",4,"[3, 6, 8, 9]"
"[2, 10, 4, 5, 9]",3,"[4, 5, 7]"
"[6, 13, 3, 7, 1]",4,"[0, 2, 5, 8]"
"[1, 2, 11, 10, 6]",3,"[0, 5, 8]"
"[7, 1, 2, 10, 9]",3,"[3, 4, 6]"
"[17, 9, 1, 0, 2]",3,"[0, 8, 9]"
"[3, 8, 17, 1, 0]",3,"[0, 8, 9]"
"[9, 1, 0, 6, 13]",3,"[0, 1, 6]"
"[0, 8, 12, 4, 5]",5,"[1, 4, 6, 7, 8]"
"[0, 2, 8, 9, 10]",3,"[4, 5, 6]"
"[1, 2, 9, 11, 6]",3,"[0, 4, 5]"
"[9, 1, 2, 11, 6]",3,"[0, 2, 4]"
"[9, 3, 0, 8, 9]",3,"[3, 4, 9]"
"[7, 0, 5, 8, 9]",4,"[1, 3, 4, 5]"
"[8, 17, 1, 0, 3]",3,"[3, 8, 9]"
"[2, 0, 8, 9, 10]",3,"[0, 3, 9]"
"[2, 10, 9, 3, 5]",3,"[3, 5, 9]"
"[9, 10, 4, 5, 1]",3,"[0, 5, 6]"
"[22, 4, 1, 0, 2]",3,"[0, 4, 8]"
"[7, 10, 4, 7, 1]",3,"[1, 3, 6]"
"[2, 1, 7, 10, 9]",3,"[0, 3, 4]"
"[13, 3, 0, 6, 7]",3,"[0, 2, 5]"
"[9, 10, 9, 1, 0]",5,"[0, 4, 5, 7, 9]"
"[5, 7, 10, 4, 3]",3,"[0, 3, 6]"
"[0, 5, 9, 11, 4]",6,"[1, 3, 4, 5, 8, 9]"
"[10, 4, 5, 9, 1]",5,"[1, 3, 4, 5, 9]"
"[13, 11, 4, 1, 0]",5,"[0, 2, 3, 7, 8]"
"[6, 9, 10, 4, 0]",3,"[4, 8, 9]"
"[3, 0, 2, 13, 11]",3,"[0, 3, 7]"
"[2, 6, 13, 3, 5]",3,"[0, 3, 6]"
"[11, 6, 9, 1, 2]",3,"[0, 2, 8]"
"[8, 0, 2, 10, 9]",3,"[4, 5, 6]"
"[1, 0, 3, 8, 17]",3,"[6, 8, 9]"
"[3, 8, 10, 6, 2]",3,"[0, 4, 5]"
"[1, 0, 8, 9, 11]",3,"[6, 8, 9]"
"[12, 4, 1, 0, 12]",3,"[0, 4, 5]"
"[7, 1, 2, 6, 13]",3,"[0, 6, 9]"
"[11, 6, 2, 9, 1]",5,"[0, 3, 5, 8, 9]"
"[6, 13, 3, 4, 3]",3,"[3, 6, 8]"
"[5, 9, 10, 4, 1]",3,"[5, 7, 9]"
"[7, 3, 0, 6, 13]",5,"[2, 5, 6, 7, 8]"
"[2, 9, 10, 6, 2]",5,"[0, 1, 4, 5, 8]"
"[0, 11, 17, 1, 0]",4,"[5, 6, 8, 9]"
"[0, 5, 9, 10, 4]",6,"[0, 1, 4, 5, 6, 9]"
"[8, 3, 0, 8, 9]",4,"[1, 3, 4, 6]"
"[5, 11, 4, 7, 1]",3,"[0, 1, 4]"
"[3, 8, 0, 8, 9]",5,"[0, 2, 4, 5, 9]"
"[0, 6, 2, 9, 11]",3,"[0, 6, 8]"
"[6, 7, 1, 2, 12]",3,"[2, 3, 5]"
"[1, 0, 8, 6, 13]",3,"[0, 1, 9]"
"[7, 0, 2, 10, 9]",3,"[3, 7, 8]"
"[8, 0, 3, 8, 9]",3,"[3, 4, 5]"
"[0, 12, 11, 4, 1]",4,"[0, 1, 5, 6]"
"[6, 13, 1, 0, 8]",3,"[4, 8, 9]"
"[0, 3, 0, 23, 2]",3,"[1, 4, 5]"
"[0, 2, 7, 10, 9]",3,"[1, 3, 9]"
"[2, 9, 10, 4, 3]",3,"[4, 5, 9]"
"[1, 0, 8, 10, 9]",3,"[0, 3, 4]"
"[8, 10, 9, 1, 0]",3,"[0, 5, 8]"
"[2, 10, 4, 5, 7]",3,"[1, 4, 5]"
"[7, 1, 0, 8, 12]",3,"[1, 3, 6]"
"[3, 8, 12, 4, 1]",3,"[0, 5, 7]"
"[0, 6, 13, 4, 5]",3,"[0, 4, 6]"
"[10, 4, 1, 2, 11]",3,"[1, 4, 5]"
"[3, 8, 10, 4, 3]",3,"[2, 4, 5]"
"[1, 2, 9, 10, 6]",5,"[0, 1, 4, 5, 6]"
"[2, 0, 8, 12, 6]",3,"[1, 5, 8]"
"[1, 0, 8, 9, 10]",8,"[0, 1, 3, 4, 5, 7, 8, 9]"
"[10, 9, 1, 7, 1]",4,"[2, 4, 5, 8]"
"[10, 4, 5, 4, 5]",3,"[0, 3, 5]"
"[9, 1, 2, 10, 6]",4,"[0, 3, 5, 8]"
"[0, 8, 12, 6, 2]",5,"[0, 1, 4, 7, 9]"
"[0, 2, 9, 11, 6]",6,"[0, 2, 3, 4, 6, 9]"
"[10, 9, 1, 0, 8]",3,"[0, 5, 9]"
"[9, 10, 4, 0, 5]",4,"[1, 3, 5, 8]"
"[5, 9, 1, 2, 11]",4,"[1, 6, 8, 9]"
"[2, 11, 10, 4, 1]",4,"[1, 5, 7, 8]"
"[1, 2, 10, 4, 11]",3,"[2, 6, 9]"
"[6, 2, 6, 13, 1]",6,"[0, 1, 4, 5, 8, 9]"
"[2, 6, 13, 4, 3]",3,"[4, 5, 9]"
"[12, 6, 2, 6, 2]",4,"[0, 7, 8, 9]"
"[6, 13, 1, 2, 6]",3,"[5, 6, 8]"
"[3, 5, 3, 8, 9]",3,"[0, 4, 9]"
"[2, 12, 6, 2, 6]",3,"[0, 2, 9]"
"[9, 1, 2, 12, 4]",4,"[0, 3, 4, 5]"
"[6, 13, 3, 5, 1]",4,"[0, 3, 5, 8]"
"[6, 7, 10, 4, 1]",4,"[1, 4, 5, 8]"
"[3, 0, 5, 9, 11]",3,"[3, 5, 8]"
"[1, 0, 12, 11, 4]",3,"[0, 1, 6]"
"[12, 11, 4, 1, 0]",3,"[0, 4, 5]"
"[8, 12, 6, 2, 0]",3,"[1, 4, 7]"
"[6, 13, 3, 0, 6]",9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
"[6, 2, 10, 4, 5]",3,"[1, 4, 5]"
"[6, 13, 1, 0, 7]",3,"[2, 6, 9]"
"[3, 0, 8, 12, 4]",5,"[0, 2, 3, 7, 8]"
"[1, 0, 3, 0, 23]",3,"[1, 4, 8]"
"[3, 8, 0, 12, 4]",3,"[0, 5, 6]"
"[13, 4, 5, 4, 1]",3,"[0, 1, 4]"
"[0, 3, 8, 12, 4]",5,"[0, 4, 5, 7, 9]"
"[8, 12, 4, 1, 2]",5,"[0, 2, 4, 5, 7]"
"[6, 2, 11, 6, 2]",4,"[4, 5, 8, 9]"
"[0, 6, 13, 3, 5]",3,"[0, 4, 5]"
"[6, 13, 3, 4, 1]",4,"[0, 2, 5, 6]"
